date,symbol,price,ratio,to_buy,sma_10d,sma_50w,sma_100d,sma_200d,sma_50d,other_expenses,NetProfitMargin,ebitdaMargin,eps,costOfRevenue,netIncome,revenues,revenues_lag_days,pe_ratio,cost_revenue_ratio
2024-02-29,F,12.44,1.08,0,12.22,12.2,11.42,12.2,11.98,-1802000000,-0.011,0.005,-0.13,43432000000,-526000000,45962000000,60,-95.69230769230768,0.94
2024-02-29,AAL,15.68,0.79,0,15.14,14.29,13.32,14.37,14.38,-1519000000,0.001,0.094,0.03,10435000000,19000000,13062000000,60,540.6896551724137,0.8
2024-02-29,WBA,21.26,0.5,0,21.67,26.53,22.55,25.22,23.42,13067000000,-0.159,0.014,-6.85,30012000000,-5908000000,37052000000,0,-3.1036496350364966,0.81
2024-02-29,KSS,27.87,0.52,0,27.8,24.05,25.01,24.35,27.19,0,0.031,0.082,1.69,4047000000,186000000,5956000000,26,16.49112426035503,0.68
2024-02-29,UAL,45.49,1.1,1,44.32,44.93,40.35,45.22,42.03,1325000000,0.044,0.127,1.83,12010000000,599000000,13626000000,60,24.85792349726776,0.88
2024-02-29,KR,49.61,0.96,1,48.01,46.53,45.27,46.11,46.28,-965000000,0.02,0.062,1.02,29372000000,736000000,37064000000,26,48.63725490196078,0.79
2024-02-29,CVS,74.37,1.0,0,76.37,71.93,73.32,71.8,76.54,311000000,0.022,0.049,1.59,79937000000,2046000000,93545000000,60,46.77358490566038,0.85
2024-02-29,CNC,78.43,1.06,0,79.32,69.75,74.28,70.37,76.44,4571000000,0.001,-0.005,0.08,31595000000,45000000,39460000000,60,931.4726840855108,0.8
2024-02-29,WHR,107.39,1.16,0,108.96,127.82,114.42,127.23,113.95,-1000000,0.097,0.065,8.91,4296000000,491000000,5088000000,60,12.052749719416386,0.84
2024-02-29,CAH,111.98,0.47,0,107.91,93.54,102.34,95.83,104.84,16000000,0.006,0.012,1.44,55599000000,353000000,57445000000,60,77.7638888888889,0.97
2023-01-31,GPS,13.57,1.15,0,13.21,11.57,11.61,11.01,13.15,1454000000,-0.064,0.025,-0.75,2819000000,-273000000,4243000000,3,-18.093333333333334,0.66
2023-01-31,AAL,16.14,0.8,0,16.29,14.97,13.94,14.67,14.36,1385000000,0.061,0.117,1.23,9933000000,803000000,13189000000,31,13.121951219512196,0.75
2023-01-31,KSS,32.37,0.59,0,31.46,37.43,28.47,33.73,28.68,200000000,-0.045,-0.017,-2.48,4444000000,-273000000,6019000000,3,-13.052419354838708,0.74
2023-01-31,NRG,34.22,1.0,0,32.84,39.09,38.57,39.4,34.68,57000000,-0.139,-0.135,-4.77,8827000000,-1095000000,7855000000,31,-7.174004192872117,1.12
2023-01-31,WBA,36.86,0.95,0,36.28,39.74,36.74,38.68,38.63,6323000000,-0.111,0.02,-4.31,26429000000,-3721000000,33382000000,62,-8.552204176334108,0.79
2023-01-31,DELL,40.62,1.18,1,40.38,43.73,39.33,42.49,41.3,0,0.01,0.092,0.34,19014000000,245000000,24721000000,95,119.4705882352941,0.77
2023-01-31,CNC,76.24,1.18,0,75.75,83.81,80.99,83.87,80.87,352000000,-0.006,0.018,-0.39,31714000000,-219000000,35561000000,31,-195.48717948717947,0.89
2023-01-31,PSX,100.27,1.16,0,106.38,93.2,99.28,94.82,104.64,1858000000,0.047,0.017,3.99,35648000000,1884000000,40279000000,31,25.130325814536338,0.89
2023-01-03,F,11.68,1.06,1,11.46,14.22,13.49,13.67,13.09,91000000,0.029,0.124,0.32,37816000000,1289000000,43999000000,3,36.5,0.86
2023-01-03,KSS,24.55,0.63,1,24.89,39.64,28.6,36.66,28.53,202000000,0.023,0.094,0.82,2541000000,97000000,4277000000,66,29.939024390243905,0.59
2023-01-03,NRG,31.93,0.93,0,31.97,39.59,40.33,39.92,38.97,57000000,-0.139,-0.135,-4.77,8827000000,-1095000000,7855000000,3,-6.69392033542977,1.12
2023-01-03,GM,33.82,1.1,1,34.09,38.77,37.51,37.41,37.86,8862000000,0.046,0.131,1.42,37105000000,1999000000,43108000000,3,23.816901408450704,0.86
2023-01-03,WBA,37.19,0.96,0,38.24,40.69,36.95,39.56,38.96,6323000000,-0.111,0.02,-4.31,26429000000,-3721000000,33382000000,34,-8.62877030162413,0.79
2023-01-03,UAL,37.21,0.98,1,38.05,40.91,39.2,40.65,41.94,1745000000,0.068,0.126,2.58,8828000000,842000000,12400000000,3,14.422480620155039,0.71
2023-01-03,DELL,40.9,1.18,0,39.44,45.14,39.95,43.43,40.78,0,0.01,0.092,0.34,19014000000,245000000,24721000000,67,120.29411764705881,0.77
2023-01-03,LRCX,41.43,1.06,1,42.09,46.64,42.5,45.13,43.65,-28234000,0.278,0.335,1.08,2901220000,1468507000,5277569000,9,38.36111111111111,0.55
2023-01-03,KR,44.47,0.93,0,44.88,49.14,46.61,49.25,46.46,685000000,0.012,0.049,0.55,26890000000,398000000,34198000000,59,80.85454545454544,0.79
2023-01-03,CAH,76.73,0.38,0,78.86,63.73,73.3,65.09,77.89,71000000,-0.003,0.011,-0.5,49806000000,-130000000,51469000000,3,-153.46,0.97
2023-01-03,PSX,101.03,1.17,0,102.7,91.88,96.44,92.8,104.78,1858000000,0.047,0.017,3.99,35648000000,1884000000,40279000000,3,25.32080200501253,0.89
2023-01-03,VLO,120.04,1.06,1,123.32,112.32,120.73,116.86,127.9,26000000,0.075,0.107,8.16,37082000000,3113000000,41746000000,3,14.71078431372549,0.89
2024-03-22,AAL,14.82,0.74,0,14.28,14.31,13.78,14.37,14.56,-1519000000,0.001,0.094,0.03,10435000000,19000000,13062000000,82,511.0344827586207,0.8
2024-03-22,DXC,20.45,1.14,0,20.82,22.98,22.29,22.74,21.74,39000000,0.046,0.168,0.82,2636000000,156000000,3399000000,82,24.939024390243905,0.78
2024-03-22,WBA,20.58,0.48,0,20.92,25.72,22.37,24.42,21.89,13067000000,-0.159,0.014,-6.85,30012000000,-5908000000,37052000000,22,-3.0043795620437956,0.81
2024-03-22,KSS,26.37,0.49,0,25.83,24.27,26.0,24.89,26.72,0,0.031,0.082,1.69,4047000000,186000000,5956000000,48,15.603550295857989,0.68
2024-03-22,GM,43.06,1.16,1,41.07,34.81,35.34,35.03,38.68,8442000000,0.049,0.105,1.59,39670000000,2101000000,42979000000,82,27.08176100628931,0.92
2024-03-22,KR,56.55,1.1,0,56.1,46.96,46.91,46.64,49.1,-965000000,0.02,0.062,1.02,29372000000,736000000,37064000000,48,55.44117647058823,0.79
2024-03-22,CNC,76.93,1.04,0,77.07,70.5,75.38,71.36,77.14,4571000000,0.001,-0.005,0.08,31595000000,45000000,39460000000,82,913.6579572446557,0.8
2024-03-22,CVS,78.48,1.06,0,77.14,72.04,74.26,72.37,75.56,311000000,0.022,0.049,1.59,79937000000,2046000000,93545000000,82,49.35849056603774,0.85
2024-03-22,WHR,110.83,1.2,0,108.07,126.59,111.76,125.24,109.88,-1000000,0.097,0.065,8.91,4296000000,491000000,5088000000,82,12.438832772166105,0.84
2024-03-22,CAH,111.01,0.47,0,112.12,95.78,105.57,98.07,108.06,16000000,0.006,0.012,1.44,55599000000,353000000,57445000000,82,77.09027777777779,0.97
2023-12-07,HBI,3.9,0.91,1,3.79,5.0,4.49,4.63,4.04,-9111000,-0.026,0.056,-0.11,1040995000,-38799000,1511306000,68,-35.45454545454545,0.69
2023-12-07,F,10.82,0.99,1,10.54,12.31,11.76,12.25,10.95,-67000000,0.027,0.132,0.3,37548000000,1199000000,43801000000,68,36.06666666666667,0.86
2023-12-07,WBA,22.91,0.54,1,20.72,29.56,23.8,28.23,21.46,8000000,-0.002,0.016,-0.08,29937000000,-67000000,36707000000,7,-295.23195876288656,0.82
2023-12-07,KSS,23.9,0.65,1,23.68,24.47,23.8,23.31,22.04,0,0.015,0.085,0.54,2349000000,59000000,4054000000,40,44.25925925925925,0.58
2023-12-07,UAL,41.26,0.93,1,39.91,46.33,44.28,46.2,38.64,12000000,0.079,0.139,3.47,10042000000,1138000000,14484000000,68,11.890489913544668,0.69
2023-12-07,KR,44.8,0.95,1,44.32,46.25,45.71,46.56,44.28,0,0.019,0.053,0.89,26477000000,646000000,33957000000,33,50.33707865168539,0.78
2023-12-07,CVS,74.01,1.07,0,69.78,74.3,70.24,71.56,69.51,83000000,0.025,0.052,1.76,76187000000,2261000000,89487000000,68,42.05113636363637,0.85
2023-12-07,CNC,74.24,1.04,0,73.82,68.91,68.94,67.67,71.38,3924000000,0.012,0.019,0.87,30335000000,469000000,38042000000,68,85.33333333333333,0.8
2023-12-07,CAH,106.38,0.48,0,106.55,86.66,93.73,88.06,97.7,2000000,0.0,0.012,0.02,52995000000,5000000,54763000000,68,5292.537313432836,0.97
2023-12-07,VLO,122.07,1.07,1,124.85,127.21,130.67,125.67,127.35,122000000,0.068,0.094,7.49,34645000000,2622000000,38404000000,68,16.2977303070761,0.9
2022-12-08,AAL,13.6,0.66,1,14.04,15.38,13.83,15.01,13.69,1399000000,0.036,0.086,0.69,10638000000,483000000,13462000000,69,19.710144927536234,0.79
2022-12-08,LNC,31.45,1.11,1,37.28,54.47,45.58,51.7,42.63,-7864000000,-0.536,-0.639,-15.21,0,-2574000000,4798000000,69,-2.0677186061801445,0.0
2022-12-08,NRG,32.18,0.87,0,39.22,40.33,41.18,40.39,41.76,197000000,0.008,0.043,0.29,7802000000,67000000,8510000000,69,110.96551724137932,0.92
2022-12-08,WBA,40.9,1.06,0,41.12,41.91,36.98,40.2,36.9,6323000000,-0.111,0.02,-4.31,26429000000,-3721000000,33382000000,8,-9.48955916473318,0.79
2022-12-08,UAL,42.8,1.09,1,44.09,41.36,38.96,40.62,40.67,1790000000,0.073,0.122,2.88,9127000000,942000000,12877000000,69,14.86111111111111,0.71
2022-12-08,KR,47.46,0.99,0,47.92,49.32,46.86,49.91,46.15,685000000,0.012,0.049,0.55,26890000000,398000000,34198000000,33,86.29090909090908,0.79
2022-12-08,CAH,80.78,0.43,0,79.62,61.62,70.18,63.07,74.76,71000000,0.002,0.01,0.41,47989000000,110000000,49603000000,69,197.02439024390245,0.97
2022-12-08,PSX,100.9,1.06,0,106.18,90.12,93.88,91.15,101.48,1745000000,0.12,0.173,11.2,39076000000,5391000000,44955000000,69,9.008928571428573,0.87
2022-12-08,MPC,108.85,1.11,1,117.04,92.93,104.82,96.59,113.76,226000000,0.098,0.142,9.12,39615000000,4475000000,45787000000,69,11.93530701754386,0.87
2022-12-08,VLO,116.9,1.0,1,127.81,108.77,118.6,114.01,125.88,6000000,0.063,0.087,7.22,40442000000,2817000000,44454000000,69,16.191135734072024,0.91
2023-09-15,HBI,4.63,1.13,0,4.79,5.69,4.73,5.41,5.01,-7263000,-0.016,0.061,-0.06,956243000,-22464000,1438980000,76,-72.23088923556942,0.66
2023-09-15,GPS,11.2,1.17,1,11.24,10.94,9.49,10.77,10.28,0,0.033,0.067,0.32,2215000000,117000000,3548000000,48,35.0,0.62
2023-09-15,F,12.61,1.12,0,12.31,12.77,12.91,12.72,12.96,-16000000,0.043,0.146,0.48,37471000000,1917000000,44954000000,77,26.270833333333332,0.83
2023-09-15,AAL,13.31,0.62,0,13.94,14.91,15.54,15.15,15.89,1495000000,0.095,0.164,2.05,9908000000,1338000000,14055000000,77,6.492682926829269,0.7
2023-09-15,WBA,22.42,0.55,1,22.28,33.44,29.45,32.98,27.45,1387000000,-0.005,0.044,-0.21,28947000000,-180000000,35422000000,15,-106.76190476190477,0.82
2023-09-15,KSS,22.8,0.64,1,23.97,26.04,23.74,25.49,26.21,0,0.015,0.09,0.53,2242000000,58000000,3895000000,48,43.0188679245283,0.58
2023-09-15,GM,33.95,1.04,0,33.25,36.36,35.3,36.23,35.82,2768000000,0.057,0.138,1.83,39400000000,2566000000,44747000000,77,18.55191256830601,0.88
2023-09-15,UAL,45.7,1.06,0,47.39,46.77,50.31,47.96,51.74,2017000000,0.076,0.184,3.28,9298000000,1075000000,14178000000,77,13.932926829268295,0.66
2023-09-15,KR,46.32,0.98,0,45.7,46.65,47.45,46.79,47.34,8000000,-0.005,0.011,-0.25,26475000000,-180000000,33853000000,34,-185.28,0.78
2023-09-15,CNC,67.81,0.97,1,65.55,71.31,66.33,69.81,65.98,3197000000,0.028,0.031,1.93,30224000000,1058000000,37608000000,77,35.134715025906736,0.8
2023-09-15,CVS,70.87,1.03,1,67.86,80.62,70.34,78.11,70.89,631000000,0.021,0.053,1.48,75318000000,1901000000,88647000000,77,47.88513513513514,0.85
2023-03-02,F,12.55,1.14,1,12.32,13.45,12.84,13.16,12.53,91000000,0.029,0.124,0.32,37816000000,1289000000,43999000000,61,39.21875,0.86
2023-03-02,GPS,12.79,1.09,0,13.17,11.46,12.57,11.09,12.93,1454000000,-0.064,0.025,-0.75,2819000000,-273000000,4243000000,33,-17.05333333333333,0.66
2023-03-02,AAL,16.12,0.8,0,15.92,15.0,14.61,14.45,15.42,1385000000,0.061,0.117,1.23,9933000000,803000000,13189000000,61,13.10569105691057,0.75
2023-03-02,KSS,27.85,0.51,0,29.43,35.22,29.28,31.12,29.49,200000000,-0.045,-0.017,-2.48,4444000000,-273000000,6019000000,33,-11.22983870967742,0.74
2023-03-02,NRG,32.75,0.96,0,33.42,38.78,36.98,38.89,33.14,57000000,-0.139,-0.135,-4.77,8827000000,-1095000000,7855000000,61,-6.865828092243187,1.12
2023-03-02,WBA,35.38,0.88,0,35.88,38.87,37.3,37.84,36.75,25000000,0.02,0.022,0.81,27807000000,703000000,34862000000,2,43.67901234567901,0.8
2023-03-02,DELL,40.17,1.16,1,41.48,42.92,40.37,41.97,40.95,14000000,0.025,0.104,0.86,19283000000,614000000,25039000000,27,46.7093023255814,0.77
2023-03-02,KR,45.73,0.94,0,44.04,48.35,45.49,46.86,44.71,706000000,0.013,0.048,0.62,27247000000,451000000,34823000000,33,73.75806451612902,0.78
2023-03-02,CNC,68.59,1.06,0,70.85,82.71,78.67,82.69,75.54,352000000,-0.006,0.018,-0.39,31714000000,-219000000,35561000000,61,-175.87179487179486,0.89
2023-03-02,CAH,74.71,0.37,1,77.22,67.52,76.77,68.73,77.58,71000000,-0.003,0.011,-0.5,49806000000,-130000000,51469000000,61,-149.42,0.97
2023-03-29,HBI,5.03,1.2,0,5.04,8.54,6.42,7.88,6.07,-3646000,-0.284,0.057,-1.19,971309000,-418108000,1473286000,88,-4.226890756302521,0.66
2023-03-29,GPS,9.27,0.79,0,9.32,11.15,12.56,11.03,12.28,1454000000,-0.064,0.025,-0.75,2819000000,-273000000,4243000000,60,-12.36,0.66
2023-03-29,F,12.05,1.09,1,11.56,13.13,12.78,13.04,12.51,91000000,0.029,0.124,0.32,37816000000,1289000000,43999000000,88,37.65625,0.86
2023-03-29,AAL,14.35,0.71,1,13.99,14.75,14.85,14.27,15.73,1385000000,0.061,0.117,1.23,9933000000,803000000,13189000000,88,11.666666666666666,0.75
2023-03-29,WBA,34.15,0.85,0,33.15,37.91,37.21,36.98,35.29,25000000,0.02,0.022,0.81,27807000000,703000000,34862000000,29,42.16049382716049,0.8
2023-03-29,KR,49.04,1.01,0,48.12,47.5,46.03,46.51,45.61,706000000,0.013,0.048,0.62,27247000000,451000000,34823000000,60,79.09677419354838,0.78
2023-03-29,CNC,63.65,0.99,0,63.69,80.89,76.06,80.95,69.9,352000000,-0.006,0.018,-0.39,31714000000,-219000000,35561000000,88,-163.2051282051282,0.89
2023-03-29,CVS,74.09,1.14,0,74.16,93.54,89.89,93.29,82.85,356000000,0.028,0.057,1.78,69987000000,2302000000,83523000000,88,41.62359550561798,0.84
2023-03-29,PSX,100.28,1.16,0,95.81,96.01,103.15,95.97,101.58,1858000000,0.047,0.017,3.99,35648000000,1884000000,40279000000,88,25.1328320802005,0.89
2023-04-27,GPS,9.39,0.8,0,9.54,10.93,11.89,11.11,10.66,1454000000,-0.064,0.025,-0.75,2819000000,-273000000,4243000000,89,-12.520000000000001,0.66
2023-04-27,F,11.61,1.12,1,12.09,12.96,12.47,13.12,12.21,-73000000,0.042,0.1,0.44,36855000000,1757000000,41474000000,27,26.386363636363637,0.89
2023-04-27,AAL,12.88,0.69,1,13.13,14.36,14.72,14.29,14.55,1460000000,0.001,0.046,0.02,9840000000,10000000,12189000000,27,841.8300653594772,0.81
2023-04-27,LNC,20.97,0.93,1,21.14,39.2,28.62,37.38,24.7,-4901000000,-0.231,-0.285,-5.2,0,-881000000,3814000000,27,-4.032692307692307,0.0
2023-04-27,KSS,22.2,0.41,1,22.79,29.71,26.93,28.08,24.83,200000000,-0.045,-0.017,-2.48,4444000000,-273000000,6019000000,89,-8.951612903225806,0.74
2023-04-27,NRG,34.07,1.02,0,34.53,37.89,33.42,37.29,33.58,190000000,-0.173,-0.172,-5.8,8778000000,-1335000000,7722000000,27,-5.874137931034483,1.14
2023-04-27,WBA,35.1,0.87,0,35.26,37.23,36.32,36.57,34.86,25000000,0.02,0.022,0.81,27807000000,703000000,34862000000,58,43.333333333333336,0.8
2023-04-27,KR,48.34,1.0,0,47.78,46.97,46.09,46.5,47.06,706000000,0.013,0.048,0.62,27247000000,451000000,34823000000,89,77.96774193548387,0.78
2023-04-27,CNC,68.5,0.97,0,67.64,79.64,72.76,79.35,66.95,325000000,0.029,0.041,2.05,34315000000,1130000000,38889000000,27,33.41463414634146,0.88
2023-04-27,CVS,73.06,1.1,0,73.86,91.59,85.02,91.52,77.81,395000000,0.025,0.053,1.66,71903000000,2136000000,84944000000,27,44.01204819277109,0.85
2021-06-03,NRG,34.29,1.04,1,33.13,35.21,38.13,35.53,35.9,22000000,-0.01,0.04,-0.33,6864000000,-82000000,8091000000,64,-103.9090909090909,0.85
2021-06-03,KR,38.49,0.7,1,36.94,34.33,35.58,34.33,37.1,18000000,0.003,0.045,0.18,31947000000,140000000,41298000000,12,213.83333333333334,0.77
2021-06-03,CAH,56.35,0.42,0,56.3,53.87,56.8,53.93,59.07,12000000,0.003,0.02,0.41,37463000000,119000000,39275000000,64,137.4390243902439,0.95
2021-06-03,MCK,193.86,0.51,0,195.68,171.8,187.68,175.05,193.81,71000000,0.011,0.019,4.19,55845000000,666000000,59142000000,64,46.2673031026253,0.94
2022-11-04,GPS,10.98,0.99,1,10.97,12.53,9.54,11.65,9.69,1323000000,0.07,0.082,0.77,2530000000,282000000,4039000000,6,14.25974025974026,0.63
2022-11-04,WBA,37.07,0.99,0,35.93,42.64,36.67,41.2,34.23,1825000000,-0.013,0.046,-0.48,26038000000,-415000000,32449000000,65,-77.22916666666667,0.8
2022-11-04,DELL,39.0,1.13,1,38.13,47.86,41.36,46.14,36.98,0,0.01,0.092,0.34,19014000000,245000000,24721000000,7,114.70588235294117,0.77
2022-11-04,LRCX,41.95,1.12,1,39.6,50.76,42.53,47.25,39.24,-43095000,0.281,0.35,1.04,2737286000,1425879000,5074121000,40,40.25911708253359,0.54
2022-11-04,NRG,44.35,1.2,0,43.79,40.15,40.22,40.13,42.01,197000000,0.008,0.043,0.29,7802000000,67000000,8510000000,35,152.93103448275863,0.92
2022-11-04,KR,46.4,0.96,0,46.13,48.93,46.93,49.62,46.12,0,0.021,0.057,1.01,28076000000,724000000,34638000000,83,45.94059405940594,0.81
2022-11-04,CAH,79.52,0.42,0,75.64,58.68,64.34,60.09,70.17,71000000,0.002,0.01,0.41,47989000000,110000000,49603000000,35,193.95121951219514,0.97
2022-11-04,PSX,103.48,1.09,0,103.22,86.51,88.81,88.79,90.95,1745000000,0.12,0.173,11.2,39076000000,5391000000,44955000000,35,9.239285714285716,0.87
2022-11-04,MPC,117.65,1.19,1,114.66,87.32,97.14,91.62,103.93,226000000,0.098,0.142,9.12,39615000000,4475000000,45787000000,35,12.900219298245617,0.87
2022-11-04,VLO,128.72,1.1,1,127.68,102.72,113.21,108.67,115.72,6000000,0.063,0.087,7.22,40442000000,2817000000,44454000000,35,17.82825484764543,0.91
2024-02-01,F,12.1,1.05,0,11.47,12.18,11.42,12.16,11.38,-1802000000,-0.011,0.005,-0.13,43432000000,-526000000,45962000000,32,-93.07692307692307,0.94
2024-02-01,AAL,14.34,0.72,0,14.37,14.31,12.96,14.25,13.69,-1519000000,0.001,0.094,0.03,10435000000,19000000,13062000000,32,494.48275862068965,0.8
2024-02-01,WBA,23.25,0.55,0,22.68,27.54,22.52,26.32,23.34,8000000,-0.002,0.016,-0.08,29937000000,-67000000,36707000000,63,-299.61340206185565,0.82
2024-02-01,KSS,26.25,0.71,0,26.66,23.96,23.84,23.8,26.17,0,0.015,0.085,0.54,2349000000,59000000,4054000000,96,48.61111111111111,0.58
2024-02-01,GM,38.87,1.04,1,36.23,34.29,32.36,33.85,34.37,8442000000,0.049,0.105,1.59,39670000000,2101000000,42979000000,32,24.446540880503143,0.92
2024-02-01,UAL,41.5,1.0,1,41.07,45.38,40.47,45.35,41.05,1325000000,0.044,0.127,1.83,12010000000,599000000,13626000000,32,22.6775956284153,0.88
2024-02-01,KR,46.71,0.99,1,46.3,46.39,44.99,46.27,45.27,0,0.019,0.053,0.89,26477000000,646000000,33957000000,89,52.48314606741573,0.78
2024-02-01,CVS,73.92,1.0,0,73.7,72.22,72.3,71.42,74.72,311000000,0.022,0.049,1.59,79937000000,2046000000,93545000000,32,46.490566037735846,0.85
2024-02-01,CNC,75.3,1.02,0,74.72,68.81,72.53,69.42,75.06,4571000000,0.001,-0.005,0.08,31595000000,45000000,39460000000,32,894.2992874109264,0.8
2024-02-01,CAH,105.1,0.44,0,105.88,90.8,98.97,93.55,104.84,16000000,0.006,0.012,1.44,55599000000,353000000,57445000000,32,72.98611111111111,0.97
2023-03-13,GPS,10.37,0.88,0,12.02,11.32,12.71,11.11,12.91,1454000000,-0.064,0.025,-0.75,2819000000,-273000000,4243000000,44,-13.826666666666666,0.66
2023-03-13,F,12.03,1.09,1,12.54,13.26,12.91,13.15,12.71,91000000,0.029,0.124,0.32,37816000000,1289000000,43999000000,72,37.59375,0.86
2023-03-13,AAL,14.85,0.73,1,15.98,14.89,14.84,14.43,15.89,1385000000,0.061,0.117,1.23,9933000000,803000000,13189000000,72,12.073170731707316,0.75
2023-03-13,KSS,22.82,0.42,0,26.69,33.75,29.22,30.55,29.68,200000000,-0.045,-0.017,-2.48,4444000000,-273000000,6019000000,44,-9.201612903225806,0.74
2023-03-13,WBA,33.57,0.83,0,34.64,38.37,37.43,37.56,36.15,25000000,0.02,0.022,0.81,27807000000,703000000,34862000000,13,41.44444444444444,0.8
2023-03-13,DELL,36.57,1.06,1,38.8,42.32,40.63,41.81,40.82,14000000,0.025,0.104,0.86,19283000000,614000000,25039000000,38,42.52325581395349,0.77
2023-03-13,KR,46.85,0.96,0,46.03,47.94,45.66,46.75,44.97,706000000,0.013,0.048,0.62,27247000000,451000000,34823000000,44,75.56451612903226,0.78
2023-03-13,CNC,64.17,0.99,0,67.32,81.84,78.12,82.07,73.48,352000000,-0.006,0.018,-0.39,31714000000,-219000000,35561000000,72,-164.53846153846155,0.89
2023-03-13,BBY,75.77,1.13,0,80.88,78.3,79.7,76.44,84.17,0,0.034,0.063,2.24,11795000000,495000000,14735000000,44,33.825892857142854,0.8
2023-03-13,CVS,76.28,1.17,0,80.29,94.8,92.16,94.58,86.88,356000000,0.028,0.057,1.78,69987000000,2302000000,83523000000,72,42.853932584269664,0.84
2023-03-13,PSX,95.52,1.1,0,102.46,95.45,103.83,96.48,103.22,1858000000,0.047,0.017,3.99,35648000000,1884000000,40279000000,72,23.939849624060148,0.89
2021-01-08,F,9.0,1.0,1,8.83,6.94,7.93,6.91,8.73,-1011000000,-0.078,0.005,-0.7,33075000000,-2788000000,35952000000,8,-12.857142857142858,0.92
2021-01-08,UNM,23.34,1.11,1,22.65,19.03,19.98,18.17,21.67,1448700000,0.032,0.046,0.66,-8867200000,135400000,4273500000,8,35.36363636363636,-2.07
2021-01-08,MCK,183.55,0.47,0,176.22,153.35,162.41,154.5,173.43,54000000,-0.099,0.018,-39.03,59448000000,-6226000000,62599000000,8,-4.702792723545991,0.95
2023-04-26,F,11.54,1.11,1,12.18,12.96,12.49,13.12,12.24,-73000000,0.042,0.1,0.44,36855000000,1757000000,41474000000,26,26.227272727272727,0.89
2023-04-26,AAL,12.74,0.68,1,13.14,14.36,14.73,14.3,14.63,1460000000,0.001,0.046,0.02,9840000000,10000000,12189000000,26,832.6797385620915,0.81
2023-04-26,LNC,20.47,0.91,1,21.11,39.2,28.8,37.51,24.98,-4901000000,-0.231,-0.285,-5.2,0,-881000000,3814000000,26,-3.9365384615384613,0.0
2023-04-26,KSS,21.53,0.39,1,22.86,29.71,27.03,28.11,25.06,200000000,-0.045,-0.017,-2.48,4444000000,-273000000,6019000000,88,-8.681451612903226,0.74
2023-04-26,GM,32.22,1.12,1,34.06,36.67,37.0,37.09,36.65,2613000000,0.06,0.146,1.7,34859000000,2395000000,39985000000,26,18.95294117647059,0.87
2023-04-26,NRG,33.4,1.0,1,34.72,37.89,33.5,37.31,33.6,190000000,-0.173,-0.172,-5.8,8778000000,-1335000000,7722000000,26,-5.758620689655173,1.14
2023-04-26,WBA,34.81,0.86,0,35.33,37.23,36.38,36.58,34.89,25000000,0.02,0.022,0.81,27807000000,703000000,34862000000,57,42.97530864197531,0.8
2023-04-26,KR,47.82,0.98,0,47.66,46.97,46.09,46.49,46.96,706000000,0.013,0.048,0.62,27247000000,451000000,34823000000,88,77.12903225806451,0.78
2023-04-26,CNC,66.63,0.94,0,67.73,79.64,72.93,79.44,67.05,325000000,0.029,0.041,2.05,34315000000,1130000000,38889000000,26,32.50243902439024,0.88
2023-04-26,CVS,72.26,1.09,0,74.09,91.59,85.31,91.63,78.12,395000000,0.025,0.053,1.66,71903000000,2136000000,84944000000,26,43.53012048192772,0.85
2023-04-26,VLO,116.64,1.15,1,124.19,123.31,130.74,124.13,131.61,10000000,0.084,0.114,8.28,32142000000,3067000000,36439000000,26,14.08695652173913,0.88
2022-06-29,GPS,8.77,0.93,1,8.99,18.18,12.91,16.74,11.16,1293000000,-0.047,-0.019,-0.44,2381000000,-162000000,3477000000,60,-19.93181818181818,0.68
2022-06-29,AAL,13.03,0.95,1,13.15,18.03,16.7,17.83,16.48,1293000000,-0.184,-0.166,-2.52,8848000000,-1635000000,8899000000,90,-5.17063492063492,0.99
2022-06-29,NRG,37.82,1.14,1,37.61,40.38,39.85,39.87,41.37,208000000,0.22,0.35,7.17,4930000000,1736000000,7896000000,90,5.274755927475593,0.62
2022-06-29,WMT,40.64,0.79,1,40.56,47.24,46.43,47.02,45.04,-1998000000,0.015,0.043,0.25,106847000000,2054000000,141569000000,60,162.56,0.75
2022-06-29,WBA,40.87,1.08,0,40.68,47.08,44.74,47.04,42.79,479000000,0.009,0.02,0.33,26025000000,289000000,32597000000,29,123.84848484848483,0.8
2022-06-29,KR,48.11,0.77,0,48.41,47.15,52.65,47.77,52.21,16000000,0.015,0.058,0.91,35842000000,664000000,44600000000,39,52.86813186813187,0.8
2022-06-29,CAH,53.69,0.33,1,52.61,53.28,55.96,53.01,56.16,79000000,-0.031,0.014,-5.05,43154000000,-1390000000,44836000000,90,-10.631683168316831,0.96
2022-06-29,MPC,84.48,1.17,1,89.0,73.72,87.73,76.62,95.32,998000000,0.022,0.066,1.5,35068000000,845000000,38384000000,90,56.32,0.91
2022-06-29,PSX,84.58,1.13,1,90.51,80.92,89.27,82.93,94.49,1489000000,0.016,0.036,1.3,33833000000,582000000,36179000000,90,65.06153846153846,0.94
2022-06-29,VLO,108.85,1.14,1,113.49,87.29,107.22,91.24,121.97,19000000,0.023,0.035,2.22,36934000000,905000000,38542000000,90,49.03153153153153,0.96
2022-07-18,AAL,14.54,0.75,0,14.16,17.62,16.21,17.45,15.17,25000000,0.035,0.08,0.73,10517000000,476000000,13422000000,18,19.91780821917808,0.78
